day_count_0_25,day_count_0_5,day_count_0_75,day_count_1_0,day_count_2_0,day_count_3_0,day_count_4_0,pop_count_0_25,pop_count_0_5,pop_count_0_75,pop_count_1_0,pop_count_2_0,pop_count_3_0,pop_count_4_0,burger_0_25,burger_0_5,burger_0_75,burger_1_0,burger_2_0,burger_3_0,burger_4_0,other_0_25,other_0_5,other_0_75,other_1_0,other_2_0,other_3_0,other_4_0,pizza_0_25,pizza_0_5,pizza_0_75,pizza_1_0,pizza_2_0,pizza_3_0,pizza_4_0,org_retail_visits_0_25,org_retail_visits_0_5,org_retail_visits_0_75,org_retail_visits_1_0,org_retail_visits_2_0,org_retail_visits_3_0,org_retail_visits_4_0,unorg_retail_visits_0_25,unorg_retail_visits_0_5,unorg_retail_visits_0_75,unorg_retail_visits_1_0,unorg_retail_visits_2_0,unorg_retail_visits_3_0,unorg_retail_visits_4_0,High_0_25,High_0_5,High_0_75,High_1_0,High_2_0,High_3_0,High_4_0,Medium_0_25,Medium_0_5,Medium_0_75,Medium_1_0,Medium_2_0,Medium_3_0,Medium_4_0,Low_0_25,Low_0_5,Low_0_75,Low_1_0,Low_2_0,Low_3_0,Low_4_0,density_lvl_0_25,density_lvl_0_5,density_lvl_0_75,density_lvl_1_0,density_lvl_2_0,density_lvl_3_0,density_lvl_4_0,road_cnt_0_25,road_cnt_0_5,road_cnt_0_75,road_cnt_1_0,road_cnt_2_0,road_cnt_3_0,road_cnt_4_0,coffee_shop_0_25,coffee_shop_0_5,coffee_shop_0_75,coffee_shop_1_0,coffee_shop_2_0,coffee_shop_3_0,coffee_shop_4_0,fast_food_restaurant_0_25,fast_food_restaurant_0_5,fast_food_restaurant_0_75,fast_food_restaurant_1_0,fast_food_restaurant_2_0,fast_food_restaurant_3_0,fast_food_restaurant_4_0,ice_cream_shop_0_25,ice_cream_shop_0_5,ice_cream_shop_0_75,ice_cream_shop_1_0,ice_cream_shop_2_0,ice_cream_shop_3_0,ice_cream_shop_4_0,pizza_restaurant_0_25,pizza_restaurant_0_5,pizza_restaurant_0_75,pizza_restaurant_1_0,pizza_restaurant_2_0,pizza_restaurant_3_0,pizza_restaurant_4_0,restaurant_0_25,restaurant_0_5,restaurant_0_75,restaurant_1_0,restaurant_2_0,restaurant_3_0,restaurant_4_0,size,concept_type,city,region,target
1361,1910,2897,4020,18715,49588,86269,885,1379,2376,3486,19242,50942,90128,6,6,8,8,13,22,45,1,2,2,2,6,7,12,0,0,0,1,2,5,7,890784,1408890,1454991,1481773,2198685,2863288,4659865,0,0,0,4191,144372,470667,1017255,8,36,81,139,553,1110,1774,0,0,0,0,12,160,460,0,0,0,0,0,0,0,2.722222222,3.013157895,2.652941176,2.65625,2.93567753,3.019011407,2.957372771,148,277,466,744,3313,8375,14924,0,0,0,0,1,4,7,2,2,2,2,5,9,25,2,2,2,3,6,9,15,1,1,1,3,6,11,14,2,2,3,3,6,11,16,102.786,FC,riyadh,riyadh_region,5258703.869
903,3623,7853,15317,53647,120298,199959,784,3636,7792,15611,54980,121698,203003,0,0,0,0,13,29,44,0,0,0,0,2,2,4,0,0,0,0,3,5,9,0,0,0,0,0,1101636,2331377,16993,30858,42589,83447,634796,897666,1120722,0,0,0,0,0,0,0,0,0,0,0,88,336,699,9,36,81,144,454,902,1435,4.555555556,4.597222222,4.679012346,4.849315068,4.854640981,4.633900929,4.607962213,158,425,891,1495,5038,11137,18695,0,0,0,0,1,2,2,0,0,0,0,8,16,28,0,0,0,1,4,7,11,1,1,1,1,4,6,12,0,0,0,0,4,11,12,238.5,FSDT,jeddah,makkah_region,9744282.237
500,2734,5207,7872,18617,32448,67724,468,2584,5064,7867,18590,32654,69684,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,1,1,1,1,2,5452,5452,5452,5452,5452,5452,5452,14015,62753,83221,83221,86081,116047,271923,0,0,0,0,35,103,210,8,33,71,114,273,362,495,0,0,0,0,21,155,285,4.25,3.848484848,3.837662338,3.688888889,3.077120823,3.01503268,2.992156863,48,167,387,624,1620,2996,5252,0,0,1,1,1,2,2,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,1,1,2,0,0,0,0,0,0,3,436.72,ILDT,makkah,makkah_region,4121903.857
177,511,942,1227,2370,5283,9801,161,509,928,1278,2532,5403,10366,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23184,34776,34776,34776,34776,34776,36159,0,991,1982,1982,2192,2192,86012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,1.631578947,1.657534247,1.582644628,1.650137741,1.723214286,1.718608853,41,94,157,249,651,1239,2171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44.55,FC,other,eastern_province,2956673.866
667,1643,3653,7629,25948,43477,75818,673,1740,3849,7774,26505,43661,75319,2,3,3,3,6,6,19,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,1286,90020,628875,9275,9275,10498,16510,103980,103980,230146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,241,586,3.388888889,2.666666667,2.547619048,2.510067114,2.392190153,2.385042735,2.398425597,121,287,534,886,2862,4854,8462,1,1,1,2,2,2,4,1,2,2,2,2,2,9,0,0,0,0,1,1,2,1,1,1,1,2,2,2,0,0,0,0,2,2,8,808.5,FSDT,riyadh,riyadh_region,4431961.229
402,1421,4269,6467,32098,64957,111690,359,1177,4070,6362,33183,65854,116823,0,1,3,6,6,11,19,1,1,1,1,1,2,3,1,1,2,4,4,4,5,8462,18079,18151,18151,32745,936266,1201563,21925,66122,114786,188357,339042,522158,1561792,8,23,49,76,193,395,631,1,12,31,58,261,524,815,0,0,1,5,91,236,463,2.75,2.27027027,2.435294118,2.404761905,2.568181818,2.475162866,2.464864865,98,279,593,914,3544,7595,12566,0,0,0,1,1,1,2,0,0,1,4,4,8,17,1,1,1,1,2,3,6,1,1,2,4,5,6,6,1,3,3,3,3,5,8,919.6,ILDT,madina,medina_province,4938083.947
626,2696,6702,11838,41316,78037,117365,621,2658,6587,11626,41426,78475,118397,0,1,1,1,3,9,19,0,0,0,0,0,1,3,0,0,0,0,0,2,4,0,0,0,0,0,0,495501,0,0,0,0,21561,33307,93199,0,0,0,0,0,0,0,0,0,0,0,6,61,245,9,37,85,150,504,862,1184,3.111111111,2.945945946,3.005882353,3.083333333,3.109841828,3.087308348,2.87998008,69,258,683,1182,4327,8229,12693,0,0,0,0,0,1,3,0,1,1,1,2,4,8,0,0,0,0,0,1,4,0,0,0,0,0,2,5,0,0,0,1,3,5,12,589.2,FSDT,riyadh,riyadh_region,4444089.887
648,3492,6656,13552,45572,106869,194179,605,3688,7291,14593,45506,107245,194430,1,1,1,4,8,18,21,0,0,0,1,1,2,3,0,0,0,0,1,3,3,12859,51436,51436,51436,59842,59842,59842,0,0,0,9465,35942,138368,182262,0,0,0,0,0,0,0,0,0,0,0,0,13,106,8,34,80,142,577,1277,2178,4,4.108108108,4.117647059,4.346666667,3.829661017,3.803951368,3.757634409,89,399,754,1294,5054,11890,21094,0,0,0,0,0,0,0,0,0,0,3,4,12,14,0,0,0,0,2,3,4,0,0,0,0,1,4,4,1,1,1,1,5,7,8,782.13,FSDT,riyadh,riyadh_region,5889554.88
371,1586,3724,6189,26792,58303,91854,301,1528,3748,6505,27319,58891,93101,0,0,2,3,13,21,29,0,0,0,0,1,2,4,0,0,0,0,2,2,6,64528,72101,87247,87247,164912,300431,601948,11958,11958,15572,45970,267995,561552,847257,12,34,84,145,568,1288,2179,0,0,0,0,0,0,52,0,0,0,0,0,0,0,2.208333333,3,3.095238095,2.934482759,2.809440559,2.793846154,2.741280353,86,201,526,822,3203,7328,12273,0,0,0,0,0,5,6,0,0,2,3,7,11,14,1,1,1,1,3,4,7,0,0,0,0,5,7,12,0,0,0,1,5,10,14,92.92,FC,riyadh,riyadh_region,7395866.405
51,232,479,997,3795,6741,9391,38,190,417,863,3682,6601,9268,0,1,1,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,91,156,0,1,5,11,87,178,247,1.944444444,2.206896552,2.125,1.951456311,1.520648968,1.463829787,1.364947552,35,112,182,265,576,1045,1616,1,1,1,2,2,2,2,0,1,1,2,3,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,123,FSDT,dammam,eastern_province,2312207.612
80,186,223,244,292,339,388,108,239,275,290,326,363,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.555555556,1.461538462,1.261904762,1.166666667,1.545454545,1.802547771,2.050691244,11,35,48,66,121,169,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.5,ILDT,other,riyadh_region,5527220.198
843,1807,5285,8164,32482,72098,127109,615,1596,4900,7980,32583,75120,134554,3,3,3,3,8,11,17,0,0,0,0,0,1,1,0,0,0,0,3,4,4,471239,548240,582706,599939,660730,822083,1105785,45117,69166,87157,106932,456653,1131861,1791042,1,8,25,48,190,332,447,8,21,51,82,269,483,862,0,0,0,6,84,351,565,3.25,3.102941176,2.897590361,2.767123288,2.474426808,2.429218107,2.535228988,89,228,559,890,3510,7599,13050,0,0,0,0,1,2,2,2,2,2,2,6,7,13,0,0,0,0,1,2,4,1,1,1,1,5,6,6,1,1,1,1,3,8,11,56.32,FC,madina,medina_province,3796728.915
366,1464,3720,8722,35799,81385,155157,352,1479,3934,9081,36586,81565,154614,0,0,0,1,7,19,40,0,0,0,0,1,1,7,0,0,0,0,2,7,14,0,0,0,0,0,110035,1536992,0,0,52637,67512,161632,420944,552949,0,0,0,0,0,1,71,0,0,0,0,90,394,974,9,38,82,145,488,895,1247,3.777777778,3.302631579,3.396341463,3.527586207,3.38034188,3.580242241,3.680532095,53,204,490,1015,5011,11513,20648,0,0,0,0,1,6,8,0,0,0,1,4,11,23,0,0,0,1,3,8,13,0,0,0,0,2,9,15,0,0,0,0,3,8,16,765.426,FSDT,riyadh,riyadh_region,6592219.072
332,2232,4558,9099,37083,80059,129480,279,2103,4533,8960,37136,81018,133341,1,2,2,2,10,27,41,0,1,1,1,1,4,8,0,1,1,1,4,10,12,17497,106909,126333,126333,1941589,4577038,4760466,5460,22606,66477,126874,362977,781351,1023794,9,37,83,142,498,762,1140,0,0,0,0,64,307,601,0,0,0,0,0,75,166,2.777777778,2.959459459,2.860465116,2.963087248,3.133613445,3.147727273,3.229781772,92,330,729,1241,4926,10956,18504,0,1,1,1,1,6,9,0,0,0,0,3,7,15,0,1,1,1,3,6,12,0,1,1,1,6,14,17,1,1,1,1,5,18,23,325.5,FSDT,riyadh,riyadh_region,4917858.605
82,120,209,218,239,262,284,75,124,213,224,255,273,296,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.208333333,1.25,1.430232558,2.253846154,2.464285714,2.636792453,10,27,40,46,72,91,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,FSDT,other,medina_province,3926683.101
565,1116,2232,3577,18896,50971,88307,452,995,2025,3184,18400,50456,87692,5,5,5,5,7,14,29,0,0,0,1,1,1,3,0,0,0,0,2,3,9,310569,532404,532404,560804,567904,567904,599317,0,0,0,0,120942,251228,586033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,63,119,421,850,1411,3.5625,2.564516129,2.514084507,2.688461538,2.798582996,2.75802139,2.707759061,64,157,341,631,2359,5802,10872,0,0,0,0,1,2,5,3,3,3,3,3,8,15,0,0,0,0,2,3,6,0,0,0,0,2,5,12,3,3,3,3,4,5,12,75.4,FC,riyadh,riyadh_region,1536145.669
481,1501,3516,6466,23186,61818,122300,460,1577,3531,6511,23500,61726,122549,1,1,1,2,5,30,42,0,0,0,0,1,4,5,0,0,0,0,2,10,15,0,0,14124,70620,87360,3113505,4613084,11838,22709,28871,59319,187871,919865,1294363,2,14,35,63,251,539,900,4,17,39,69,277,632,1103,0,0,0,0,0,0,0,4.666666667,4.054054054,3.755952381,3.724489796,3.494652406,3.586356467,3.516285211,73,288,616,1045,3858,9836,17718,1,1,1,1,5,10,12,0,0,0,0,1,12,20,0,0,0,0,1,6,9,0,0,0,0,2,15,20,1,1,1,2,4,15,18,1824,FSDT,riyadh,riyadh_region,6100193.009
468,1701,4413,8142,29205,70779,132319,443,1877,4688,8377,29694,71576,133555,0,0,0,2,9,35,57,0,0,0,0,1,4,9,0,0,0,1,3,9,15,0,0,14260,767390,2660638,3507860,5437199,1457,2914,10187,34919,84366,418136,1048448,2,15,37,64,278,531,900,0,0,0,0,28,352,854,0,0,0,0,0,0,5,3.055555556,2.885714286,2.888235294,2.976190476,2.981260647,3.190167683,3.202022375,100,316,699,1278,4253,9858,17949,0,0,0,0,2,6,13,0,0,0,1,3,16,25,1,1,1,1,2,8,10,0,0,0,1,3,10,22,0,0,0,0,6,19,25,143.55,FSDT,riyadh,riyadh_region,5237130.225
872,1788,3238,5722,11134,12366,18401,995,1935,3437,6059,11534,12766,18811,1,2,2,2,5,5,8,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,222,9,35,81,146,459,669,1045,0,0,0,0,0,0,0,3.444444444,3.328571429,3.265432099,3.113013699,2.725609756,2.271791768,2.135386819,84,232,506,813,2063,2531,3924,0,0,0,1,1,1,2,0,1,1,1,3,3,4,0,0,0,0,1,1,1,1,1,2,2,3,3,3,1,1,1,1,2,2,3,154.71,IL,jeddah,makkah_region,4533791.86
356,1185,1997,3666,12622,30131,61077,251,1063,1858,3449,12477,28847,60921,2,4,4,4,5,20,34,0,1,1,1,1,3,3,0,0,0,0,0,3,6,49062,49764,50466,50466,50715,2783780,3429767,9180,21021,22450,27670,46599,83772,369528,9,38,80,140,473,925,1366,0,0,0,0,0,26,121,0,0,0,0,0,0,0,3.277777778,2.986842105,2.86875,3.010714286,2.955512573,2.87532694,2.851842504,79,261,457,801,2563,5489,9510,0,0,0,0,0,0,0,2,3,3,3,3,14,25,1,1,1,1,3,6,9,0,0,0,0,1,4,8,0,0,0,0,1,4,7,52.29,FC,jeddah,makkah_region,1001306.75
378,2232,4936,9561,39011,73630,107081,330,2073,4742,9130,38337,73021,106550,0,1,3,6,10,21,32,0,1,1,1,1,4,5,0,1,2,2,3,5,5,0,34036,67845,101880,369305,715390,871122,899,33407,61809,64819,423545,682494,1013960,9,38,83,148,590,1213,1927,0,0,0,0,0,50,201,0,0,0,0,0,0,0,3.944444444,3.486842105,3.391566265,3.226351351,3.222881356,3.128115265,3.014324693,90,377,749,1208,4481,8917,13586,0,0,0,0,1,6,7,0,1,2,2,3,9,15,0,2,2,2,4,6,8,0,1,2,2,4,9,10,0,0,1,2,5,8,13,1305,FSDT,riyadh,riyadh_region,9467023.014
93,300,764,1298,6820,21312,38957,87,306,765,1330,6829,22171,39553,0,1,1,1,2,3,4,0,0,0,0,0,1,1,0,0,0,1,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.388888889,2.777777778,3,2.92962963,2.893246187,2.654601861,2.413692218,56,190,363,520,1651,3341,5893,0,0,0,0,0,1,1,0,0,0,0,1,2,5,0,0,0,0,1,4,6,0,1,1,2,3,4,8,0,1,1,2,4,10,15,47.872,FSDT,other,eastern_province,3361202.912
595,2056,7331,10280,39611,72189,85967,578,2177,8649,11637,43124,75663,89281,0,0,0,1,14,21,35,0,0,0,0,2,4,4,1,2,2,2,6,14,17,501,1503,1503,1503,487327,1546781,4357633,25198,41001,55474,66072,441080,882507,923767,1,14,38,70,267,588,753,8,21,44,69,91,100,295,0,0,0,0,89,236,350,4.2,4.276315789,4.547058824,4.456375839,4.361435726,3.848864526,3.449350649,134,428,937,1630,6656,11761,15014,0,0,0,0,1,5,5,0,0,0,0,6,8,13,1,1,2,2,6,12,17,1,2,3,3,9,18,23,0,0,0,1,16,24,30,1797.6,FSDT,khobar,eastern_province,6177800.22
200,230,522,674,1564,5322,9385,207,244,569,758,1725,5524,9496,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31025,0,0,0,0,2180,8532,84176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.833333333,3.25,2.575,2.4296875,2.230593607,2.193205945,2.014112903,10,28,60,97,369,807,1309,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,253,ILDT,other,eastern_province,2933836.413
282,1332,3239,6650,30850,59077,104643,250,1262,3384,6975,32966,62063,107989,0,0,1,3,12,19,31,0,0,0,0,2,3,6,0,0,0,1,4,7,10,8183,48376,64020,71842,132404,420749,1041321,0,22304,42836,83294,280787,468965,845428,4,20,47,95,404,838,1448,0,0,0,0,0,50,187,0,0,0,0,0,2,66,2.9,2.907894737,2.860759494,2.891156463,3.054700855,3.097188755,3.115760112,67,242,518,954,3586,7909,14213,0,0,0,0,0,1,4,0,0,0,1,4,6,10,0,0,1,1,3,5,7,0,0,1,2,5,8,12,0,0,2,2,5,10,15,357.5,FSDT,riyadh,riyadh_region,5528221.089
653,1697,3516,8786,44233,95070,149696,360,1608,3525,8936,44528,96384,151874,1,1,1,2,15,20,33,0,0,0,0,1,2,2,0,1,1,2,2,4,7,544572,1028636,1028636,1028636,1028636,1028636,1621726,0,6644,9258,20328,342491,733836,1025241,0,0,0,0,0,0,0,0,0,0,0,0,51,301,8,30,71,130,556,1142,1703,2.45,2.914285714,3.1375,3.542553191,4.066086957,3.963453815,3.856385542,89,221,430,833,4161,8426,14034,0,0,0,0,0,2,2,0,0,0,1,10,12,19,0,0,0,0,4,6,7,1,2,2,3,3,5,9,1,1,1,1,5,7,12,79.2,FC,jeddah,makkah_region,4845120.086
900,2831,4741,9079,38086,75728,123004,718,2201,3964,8411,37723,78294,127427,4,7,8,8,16,37,67,0,1,1,1,4,8,18,0,0,0,0,1,6,10,482675,1206627,1385041,1388109,1901112,4482533,7852039,0,48942,156600,322008,952590,1512928,2331195,2,13,35,66,291,680,1191,5,20,45,73,284,563,902,0,0,0,0,0,27,124,4.722222222,4.166666667,3.976190476,3.786206897,3.590219224,3.703160271,3.628398792,100,426,903,1476,6044,12568,20210,0,1,1,1,5,9,12,2,5,6,6,11,24,38,1,2,2,3,6,8,18,0,0,0,0,4,11,18,1,2,2,2,6,16,27,1194.9925,FSDT,riyadh,riyadh_region,9502626.391
711,2911,5993,9498,26304,46848,61531,633,2552,5718,9104,25072,45077,59267,6,7,7,8,8,13,14,0,0,0,0,1,1,2,1,2,3,3,4,7,8,0,0,0,16452,31160,37642,37642,80671,181869,206145,249686,295610,308270,317153,0,0,0,0,0,0,0,9,38,84,146,505,910,1164,0,0,0,0,39,166,404,3.444444444,3.052631579,3.172619048,3.167808219,3.198594025,3.030381944,2.809949693,83,306,649,1099,3244,5731,7584,0,0,0,0,0,1,1,4,5,5,5,5,7,9,0,0,0,1,2,3,3,1,2,3,3,4,7,8,1,1,1,2,2,9,9,1464,FSDT,riyadh,riyadh_region,4945607.03
596,2875,5416,10959,34388,72780,124306,610,2838,5501,11457,35326,73740,126493,2,7,7,8,13,31,49,0,1,1,1,1,7,9,0,1,1,1,3,7,8,0,0,0,0,21390,3253332,3682269,3506,67858,89054,111662,291749,432356,597792,0,0,0,0,1,231,698,2,12,33,66,263,566,885,0,0,0,0,0,0,0,3.3125,3.72972973,3.404761905,3.27,3.08650519,3.245970837,3.170043103,84,372,864,1444,4366,9722,16291,0,1,2,2,3,6,10,2,4,4,4,6,16,26,0,1,1,2,3,8,11,0,1,1,1,4,10,12,0,4,5,5,6,15,24,424.2,FSDT,riyadh,riyadh_region,3692575.783
344,679,866,1112,2453,5282,6445,467,893,1093,1411,3068,5781,6922,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.666666667,2.416666667,1.866197183,1.751937984,1.276566757,1.26344086,1.165545087,143,292,447,637,1010,1459,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.545,FC,other,makkah_region,4371165.452
50,66,90,172,2099,2512,3061,29,59,97,216,2758,3320,3929,0,0,0,0,3,3,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,89754,89754,89754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,2.714285714,1.981481481,1.688888889,1.62992126,1.527542373,1.265027322,21,30,39,61,133,218,276,1,1,1,1,2,2,2,0,0,0,0,2,2,2,0,0,0,0,1,1,1,1,1,1,1,2,2,2,0,0,0,0,1,1,1,107.01,FC,dammam,eastern_province,6290857.83
403,1654,2452,3784,16886,45419,106731,166,1197,1856,3120,15559,42991,106075,0,0,1,1,5,8,28,0,0,0,0,3,4,6,0,0,0,0,1,3,7,38783,101477,159711,202258,397090,814715,1736978,1567,7860,19665,47523,271146,616953,1492254,8,36,83,142,546,1206,1735,0,0,0,0,0,8,219,0,0,0,0,0,0,29,2.5625,2.277777778,2.120481928,2.278169014,2.543956044,2.666802944,2.968579911,78,217,427,705,2822,7031,13246,1,1,1,1,1,2,2,0,0,0,0,5,9,20,0,0,0,0,2,4,11,0,0,0,0,1,3,8,0,0,0,0,1,4,11,31.08,FC,jeddah,makkah_region,3081896.126
1280,1731,2620,3764,11991,24023,32258,922,1355,2270,3894,11796,23718,31673,1,1,1,1,1,4,5,0,0,0,0,0,0,1,0,0,0,0,0,2,3,538967,743749,743749,743749,743749,983667,1011186,4915,7504,16797,26576,95981,180323,226049,0,0,0,0,0,0,0,0,0,0,0,69,262,514,9,30,70,120,379,666,971,2.55,2.359375,2.693333333,2.58,1.889008621,1.811647429,1.586550837,84,181,371,539,1548,2805,3800,0,0,0,0,0,0,0,1,1,1,2,2,4,4,2,2,2,2,2,5,6,1,1,1,1,1,4,5,1,1,1,1,1,2,2,55.473,FC,other,asir_province,2246401.472
179,700,2270,4159,17202,34498,61087,134,546,2273,4168,16950,34331,60085,0,0,1,1,11,14,18,0,0,0,0,0,0,0,0,0,1,1,3,4,5,0,0,60533,171945,986193,996054,998214,0,6725,92347,228505,321667,422935,788410,5,19,40,68,287,471,573,0,0,0,0,0,88,244,2,16,31,48,154,404,803,3.25,2.828947368,2.432926829,2.266917293,2.381086142,2.213215859,2.148874935,62,152,320,482,2501,5193,8467,0,0,1,1,1,2,2,0,0,0,0,4,6,9,0,1,1,1,3,4,7,0,0,0,0,4,5,10,0,0,1,1,8,11,17,258.1,FSDT,other,eastern_province,6080016.839
495,1572,3202,5470,14387,26140,43505,430,1428,3113,5327,14073,25574,42848,1,1,2,2,6,8,9,0,0,0,0,0,1,1,0,0,0,0,2,2,6,0,0,0,0,0,0,0,5412,5412,5412,5412,33631,82917,82917,0,0,0,0,0,0,9,10,39,78,142,482,946,1525,0,0,0,0,0,15,34,3.6,3.397435897,3.442307692,3.242957746,2.704356846,2.480673935,2.44800235,61,239,407,681,2097,3988,6366,0,0,1,1,2,4,4,0,0,1,1,3,3,4,1,1,1,1,2,3,4,0,0,0,0,1,1,4,1,1,1,1,3,4,4,248,ILDT,jeddah,makkah_region,3156810.233
1008,3698,7310,13055,54199,106800,184846,839,3679,7275,12884,54267,106706,185723,4,6,6,6,14,34,44,1,1,1,2,2,5,6,0,0,0,0,5,10,15,405192,455841,455841,455841,494193,1051682,1207284,2758,8274,15004,23653,64546,464497,769076,0,7,26,50,265,512,795,8,18,34,57,189,426,751,0,8,18,32,122,247,352,3.666666667,3.864864865,3.48255814,3.282312925,3.3693086,3.341966967,3.292972058,106,334,672,1140,4699,10472,18472,0,1,1,1,1,4,7,1,2,2,2,7,16,21,0,0,0,0,2,7,9,1,1,1,1,7,13,18,1,2,2,2,6,14,23,91.35,FC,riyadh,riyadh_region,4235826.351
539,1461,3504,7829,29074,48275,63707,514,1477,3555,7680,29233,48751,64947,0,0,1,1,7,8,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,32874,36711,36711,8282,8282,31872,100065,175334,193776,195384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,154,376,2.15,2.223684211,2.41875,2.60915493,2.833948339,2.428702011,2.27663707,79,197,414,745,2961,4933,6766,0,0,0,0,3,3,3,0,0,1,1,3,4,5,0,0,0,0,1,1,1,1,1,1,1,2,2,2,0,0,0,0,3,3,3,196,IL,riyadh,riyadh_region,3474140.125
786,1985,3371,6637,23024,48635,99516,640,1917,3360,6799,23496,49563,101899,3,4,4,4,4,5,9,1,1,1,1,1,1,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,200498,207884,207884,207884,207884,339495,496370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,66,122,519,1173,1934,2.944444444,3.013513514,3.341772152,3.195035461,3.096601073,2.931873479,2.852634195,95,277,448,773,2918,6485,11385,0,0,0,0,1,1,1,2,3,3,3,3,5,9,2,2,2,2,2,2,2,0,0,0,0,0,4,6,2,2,2,2,2,2,2,57.2936,FC,jeddah,makkah_region,1360115.178
139,256,432,927,2861,4628,6661,142,286,463,1010,2883,4664,6617,1,1,1,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.055555556,1.263888889,1,1.182926829,0.878640777,0.823019802,0.795594714,36,60,82,149,338,602,817,0,2,2,2,2,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,113.42,ILDT,other,makkah_region,4849626.559
135,706,1535,3211,14522,37791,70922,153,900,1683,3427,14918,38697,71887,0,0,0,0,1,3,12,0,0,0,0,0,2,3,0,0,0,0,0,1,2,0,59340,118680,243197,1614379,1620699,1819343,0,0,0,0,0,34128,158953,0,0,0,0,0,0,0,5,19,44,77,251,390,675,1,12,33,54,278,757,1295,2.055555556,2.675675676,2.8,2.895104895,2.71886121,2.964579901,3.061195446,66,245,462,790,2994,6698,11427,0,0,0,0,0,0,1,0,0,0,0,1,2,8,0,0,0,0,1,2,3,0,0,0,0,0,1,3,0,0,0,0,0,2,5,845.58,FSDT,riyadh,riyadh_region,5988113.922
